Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,,CLOUD INTEL VN #1,5.120.000đ / tháng,"VPS Cloud Intel Platinum thế hệ mới.<br><br><strong>Thông số:</strong><br>• CPU: 1 Core<br>• CPU Model: INTEL PLATINUM<br>• RAM: 2 GB<br>• Storage: NVMe 30 GB<br>• Bandwidth: 1,200 Mbps<br>• Network Port: 10 Gbps<br>• Period: 1 tháng",published,,,,,,,,,,,,default-sales-channel,,VPS,TRUE,,,,,,,,SKU-11,FALSE,TRUE,,,,,,,,,,,,,,,,,
,,CLOUD INTEL VN #2,6.160.000đ / tháng,"VPS Cloud Intel Platinum thế hệ mới.<br><br><strong>Thông số:</strong><br>• CPU: 2 Core<br>• CPU Model: INTEL PLATINUM<br>• RAM: 2 GB<br>• Storage: NVMe 30 GB<br>• Bandwidth: 1,200 Mbps<br>• Network Port: 10 Gbps<br>• Period: 1 tháng",published,,,,,,,,,,,,default-sales-channel,,VPS,TRUE,,,,,,,,SKU-12,FALSE,TRUE,,,,,,,,,,,,,,,,,
,,CLOUD AMD EPYC #1,4.110.000đ / tháng,"VPS Cloud AMD EPYC 7402P.<br><br><strong>Thông số:</strong><br>• CPU: 1 Core<br>• CPU Model: AMD EPYC 7402P<br>• RAM: 2 GB<br>• Storage: NVMe 50 GB<br>• Bandwidth: 1.1 Tbps<br>• Network Port: 1 Gbps",published,,,,,,,,,,,,default-sales-channel,,VPS,TRUE,,,,,,,,SKU-A1,FALSE,TRUE,,,,,,,,,,,,,,,,,
